-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
-2181.6196,50.208996,1170.6781
-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
-2260.0942,49.56442,1071.332
-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
-300.2972,3.8882613,822.6875
-100.960846,5.499835,907.18036
-999999.0,-999999.0,-999999.0
-2193.3452,15.1896,518.8446
-2299.5757,45.72553,961.7249
-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
-550.9745,-7.8771043,1005.478
-245.75914,-3.1103425,962.7145
-999999.0,-999999.0,-999999.0
-2217.717,11.142995,439.63235
-2299.555,43.355137,877.3223
-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
405.62683,48.698704,-686.5148
406.20172,48.060993,-287.75293
-702.7053,-13.442867,1265.3875
-316.7124,-7.7240863,962.3317
-999999.0,-999999.0,-999999.0
-2205.3757,10.939398,361.19476
-2253.2693,33.84876,777.6762
-999999.0,-999999.0,-999999.0
-999999.0,-999999.0,-999999.0
-1138.3854,35.265163,-585.04254
158.05765,49.15141,-448.75497
583.22015,46.80558,-495.3211
553.6008,46.339417,-66.850075
-757.7428,-11.511862,1177.9705
-469.54303,-9.875318,1232.0322
-999999.0,-999999.0,-999999.0
-2190.6921,9.082428,275.38937
-2113.8347,26.852772,690.34906
-1531.8636,-2.4146419,-981.5291
-999999.0,-999999.0,-999999.0
-974.1679,32.968567,-654.28784
266.54092,47.13789,-300.79587
649.76385,48.859062,-371.32886
637.2653,48.02079,56.94239
-882.70276,-11.354958,1251.6335
-634.9509,-12.974756,1211.9812
-2501.0217,-6.879048,219.24873
-2029.5496,16.67311,164.55708
-2014.302,34.93757,635.31366
-1299.6874,0.15900376,-1091.9712
-892.7291,24.05943,-1131.0966
-838.4624,15.13705,-750.1003
199.58252,41.520943,-187.47444
628.159,46.797375,-251.20203
